"Link Title","Message","Time Posted (PST)","# Likes","# Shares","Has Question?","Update Type","Link URL","Post URL"
"[Photo]","Do you see faces in hills, on Mars and in toasties?    http://www.bbc.co.uk/news/magazine-22686500    There's a name for it apparently. Anyone who has looked at the Moon and spotted two eyes, a nose and a mouth has felt the pull of pareidolia.","2013-05-31 02:40:05",2538,766,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152536988107588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152536988117588"
"[Photo]","Hi, it's Babita Sharma here preparing for today's Impact programme.    We're looking in detail at the governing body of world football, FIFA, which has overwhelmingly approved plans to stamp out racism.     http://www.bbc.co.uk/sport/0/football/22728162    Delegates representing more than 200 nations approved new measures including deducting qualification points from national teams if their supporters racially abuse players.     Do you think the plans will make a difference? And what are your views about tackling racism in football?    Let us know and we'll read your comments on air from 1300GMT.     See you then.","2013-05-31 01:54:18",1707,284,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152536923612588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152536923627588"
"[Photo]","Is the Chinese President, Xi Jinping, committed to political reform? Relatives of victims of the 1989 Tiananmen killings don't think so.     Read why: http://www.bbc.co.uk/news/world-asia-china-22727940    The Tiananmen Mothers group sent an open letter to Mr Xi, accusing him of taking ""giant steps backwards towards Maoist orthodoxy"".","2013-05-31 01:31:08",446,66,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152536905497588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152536905507588"
"[Photo]","Here are a few of the (lighter) stories that have us talking in the newsroom. Which is your favourite?  - Sir Patrick Stewart discusses his first ever pizza slice http://bbc.in/18AuhLA - Cellist set to recreate BBC's first live outside broadcast http://bbc.in/18AuhLG - India's Trailblazers: The female stand-up  http://bbc.in/18AueQ3 - The lamp that tells your family you’ve fallen asleep http://bbc.in/18Aui22","2013-05-30 16:45:24",546,74,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152536358812588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152536358862588"
"[Photo]","The BBC’s Frank Gardner – himself a multiple gunshot wound victim – recently spent a week in the trauma unit of the Los Angeles County Hospital, where he saw several gunshot wound victims each night.  Tonight on BBC World News America we join Frank as he witnesses first-hand how people's lives are torn apart by gun crime in the violent heart of California’s largest city http://bbc.in/18zKXTm  Check your local listings to find BBC World News where you live and keep up with our latest news and features on Twitter @BBCNewsUS http://bbc.in/18zKVLv","2013-05-30 12:57:25",306,48,"No","photo","http://www.facebook.com/photo.php?fbid=10152536033952588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152536034047588"
"[Photo]","This is Nik Gowing.   Our next BBC World Debate will ask: ‘Burma: What Future?’ http://bbc.in/15mnFMt  Joining our panel in Nay Pyi Taw will be the Nobel laureate and opposition leader Aung San Suu Kyi and Minister U Soe Thane, a key figure in the reform process.  Leave your questions for the panel in the comments section below.  Or use the hashtag #BBCDebate on Twitter.","2013-05-30 11:58:25",156,41,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152535945257588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535945307588"
"[Photo]","Have you ever dreamed of living in Texas?   New figures say that half of the 10 fastest-growing cities in the US are in the state of Texas http://bbc.in/18zivBg  The BBC's Tom Geoghegan takes a look at some of the reasons behind the Lone Star State's population growth.","2013-05-30 10:23:18",463,175,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152535742657588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535742717588"
"Sick Salvadoran woman denied abortion","The Supreme Court of El Salvador, where all abortions are prohibited, has refused to allow a seriously ill pregnant woman to have an abortion, even though her foetus has almost no chance of survival.  Lawyers for the young woman - who suffers from lupus and kidney failure -  argued that continuing the pregnancy would place her life at risk.  The foetus itself is missing part or all of its brain.","2013-05-30 09:17:33",131,13,"No","link","http://bbc.in/15kp46h","http://www.facebook.com/59145437587/posts/10152535648222588"
"[Photo]","Russian opposition: Sochi Winter Olympics a 'monstrous scam'.  http://www.bbc.co.uk/news/world-europe-22720228  As much as $30bn has been stolen ahead of next year's games, Russian opposition leaders say.","2013-05-30 08:00:09",213,33,"No","photo","http://www.facebook.com/photo.php?fbid=10152535538827588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535538847588"
"[Photo]","Does the traditional Windows 'Start' button make much of a difference? Microsoft seems to think so.. now.    http://www.bbc.co.uk/news/technology-22714048    Microsoft has confirmed a 'Start' button is returning to the desktop mode's taskbar of its Windows 8 operating system.","2013-05-30 07:20:22",903,220,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152535478572588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535478592588"
"[Photo]","Will this end the fighting between Burma and the Kachin rebels?    http://www.bbc.co.uk/news/world-asia-22716088    The Burmese government and ethnic rebels from the Kachin Independence Organisation (KIO) have reached a seven-point ceasefire deal.    (Picture courtesy AFP/Getty Images)","2013-05-30 06:30:15",573,75,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152535376267588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535376277588"
"[Photo]","The Niger Delta: Before the oil.  http://www.bbc.co.uk/news/world-africa-22487099  The BBC's Will Ross visits a Nigerian community still making a living from traditional farming and fishing, but other communities aren't as fortunate.","2013-05-30 06:07:35",373,70,"No","photo","http://www.facebook.com/photo.php?fbid=10152535336502588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535336517588"
"[Photo]","Syrian president says army 'has balance of power'.    http://www.bbc.co.uk/news/world-middle-east-22713119    The Syrian army has scored ""major victories"" against rebels and now holds ""the balance of power"" in the conflict, President Bashar al-Assad has reportedly told a Lebanese TV station.    Mr Assad is also quoted as saying Syria has received the first shipment of an advanced Russian air defence system.    (Picture courtesy of AFP/Getty Images)","2013-05-30 04:17:21",662,131,"No","photo","http://www.facebook.com/photo.php?fbid=10152535182087588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535182107588"
"[Photo]","500-year-old secrets revealed: Take a look what historians are calling ""Britain's Pompeii"".    http://www.bbc.co.uk/news/uk-england-hampshire-22639505    The Mary Rose was the pride and joy of King Henry VIII's warship fleet before it sank in 1545.     It was raised from the seabed in 1982, but only now are we getting a real insight into what life on the Mary Rose was like.    (Illustration courtesy of the Mary Rose Trust)","2013-05-30 03:48:46",1298,468,"No","photo","http://www.facebook.com/photo.php?fbid=10152535145817588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535145852588"
"[Photo]","Muchas gracias Bon Jovi: Should other stars follow his lead?  http://www.bbc.co.uk/news/world-europe-22712497  The US rock star has revealed that his band has waived its fee at a concert in the Spanish capital Madrid next month, given the country's economic crisis.","2013-05-30 03:07:57",1407,207,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152535098992588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535099007588"
"[Photo]","Woolwich murder suspect Michael Adebowale appears in court, charged with murdering the soldier Lee Rigby in south-east London on the 22nd of May.    http://www.bbc.co.uk/news/uk-22713349    A handcuffed Michael Adebowale, 22, confirmed his name and address as the charges were read out. A second man, Michael Adebolajo, remains under arrest in hospital.","2013-05-30 02:43:46",575,104,"No","photo","http://www.facebook.com/photo.php?fbid=10152535076667588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535076682588"
"[Photo]","The Chinese baby boy who was rescued from a toilet pipe is now out of hospital and in 'very good' health.    http://www.bbc.co.uk/news/world-asia-china-22712895    His 22-year-old mother, who has not been named, said the baby slipped into the toilet and went down the pipe by accident as she gave birth.    The baby left with his mother's family, an official with the Pujiang propaganda department told the BBC.","2013-05-30 02:17:43",2950,744,"No","photo","http://www.facebook.com/photo.php?fbid=10152535054542588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152535054552588"
"Drone 'kills Pakistan Taliban chief'","The second-in-command of the Pakistani Taliban has been killed in a suspected US drone strike, a senior Taliban source told the BBC.  The Pakistani Taliban leadership has not officially confirmed the death of Waliur Rehman so far. Earlier, Pakistani security officials said a local Taliban commander was among casualties in the raid.  The strike is the first for almost six weeks.","2013-05-29 15:34:17",258,17,"No","link","http://bbc.in/15hwnvy","http://www.facebook.com/59145437587/posts/10152534362592588"
"[Photo]","Facebook has said it will review how it deals with ""controversial, harmful and hateful"" content after admitting current measures are not effective http://bbc.in/15joQfw  This is Katty Kay in Washington, DC  Tonight on BBC World News America we'll look at Facebook's promise ""to do better"" and other news from around the world, including:  - First gay couple married in France http://bbc.in/15joQfy - Syrian women in Jordan ""sexually exploited"" http://bbc.in/15joQfu - More US mothers are family breadwinners http://bbc.in/15joPbC - America's wolf population http://bbc.in/15joPbA  Check your local listings to find BBC World News where you live and join the conversation on Twitter - I can be found @KattyKayBBC http://bbc.in/15joPZg and all of our North America news can be found @BBCNewsUS http://bbc.in/15joPby","2013-05-29 12:55:32",497,163,"No","photo","http://www.facebook.com/photo.php?fbid=10152534123972588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152534124032588"
"[Photo]","What would you ask Aung San Suu Kyi? http://bbc.in/18viezb  As Burma's military leaders start opening up their country, people around the world want to know what opportunities will emerge for its people.  The BBC World Debate is heading to Burma next month and we want to hear from you. What do you want to know about the nation's future? Our panel will include Nobel laureate Aung San Suu Kyi and U Soe Thane, a key government player in the reform process.  Leave a question in the comments section below or ask on Twitter using the #BBCDebate hashtag - we may select your question to be included in the debate.   Photo credit: Getty Images","2013-05-29 11:51:27",801,123,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152534022887588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152534023027588"
"Canada expels envoy over expat fees","Canada has ordered an Eritrean envoy to leave the country following claims he demanded contributions from expatriates to fund Eritrea's military.  Semere Ghebremariam Micael, head of the Eritrean Consulate General in Toronto, has been under investigation for the practice.","2013-05-29 10:52:16",127,2,"No","link","http://bbc.in/15j4mng","http://www.facebook.com/59145437587/posts/10152533931917588"
"Hunting wolves: Does the predator still need protection in US?","When the Endangered Species Act was passed in the US in 1973, almost the entire grey wolf population in the American West had disappeared http://www.bbc.co.uk/news/magazine-22684765  By 2012, however, the number of wolves had reached such high numbers in the Rocky Mountain states of Wyoming and Montana that officials reintroduced some hunting and trapping.  The BBC's Matt Danzico went to Wyoming and Montana to talk to ranchers, environmentalists and government officials about the ongoing debate over how humans and wolves can co-exist.  Check out the video trailer below and follow the link above to see the full story. Tell us what you think in the comments section below.","2013-05-29 09:36:57",256,131,"No","video","http://www.facebook.com/photo.php?v=10152533812242588","http://www.facebook.com/59145437587/posts/10152533812242588"
"[Photo]","Two men are getting ready to become the first gay couple to be married in France.    http://www.bbc.co.uk/news/world-europe-22706351    The ceremony comes just days after President Francois Hollande signed the same-sex marriage bill into law.    Vincent Austin and Bruno Boileau will tie the knot in the southern city of Montpellier amid tight security.","2013-05-29 07:32:54",2103,352,"No","photo","http://www.facebook.com/photo.php?fbid=10152533629187588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533629202588"
"[Photo]","'Attack on Red Cross office' in Afghan city of Jalalabad.    http://www.bbc.co.uk/news/world-asia-22705575    The Red Cross confirmed on its Twitter feed that ""an incident"" had occurred, but provided no further information.    Early reports said there had been an explosion at the building, with gunfire also heard at the scene.","2013-05-29 06:48:03",479,126,"No","photo","http://www.facebook.com/photo.php?fbid=10152533559242588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533559252588"
"[Photo]","Which sport should be included in the 2020 Olympics? BBC Sport takes a look at the contenders:    http://www.bbc.co.uk/sport/0/olympics/22680563    The International Olympic Committee is due to announce which sports bidding for inclusion in the 2020 Games have made it onto a three-strong shortlist ahead of the final round of voting in September.    Let us know your thoughts.    (Picture courtesy Getty Images)","2013-05-29 06:20:31",412,59,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152533522117588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533522147588"
"[Photo]","Should some EU countries be given more time to complete their austerity plans over others?    http://www.bbc.co.uk/news/business-22704729    The European Commission has said it will allow France, Spain, Poland, Portugal, the Netherlands and Slovenia to slow the pace of austerity cuts.","2013-05-29 05:50:02",370,56,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152533474527588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533474547588"
"[Photo]","Here's an update to a story we brought you on Tuesday.  http://www.bbc.co.uk/news/world-asia-china-22700607  The Chinese baby that was rescued from a sewage pipe fell in accidentally, the baby's mother has said.  The mother, who has not been named, reportedly told police she unexpectedly gave birth on the toilet and that the baby slipped in to the sewer.  The baby is said to be recovering well.  (Picture courtesy of AFP/Getty Images)","2013-05-29 03:50:11",2496,905,"No","photo","http://www.facebook.com/photo.php?fbid=10152533316192588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533316207588"
"[Photo]","Almost 68 years after World War Two ended, South Korea's ""comfort women"" are still waiting for a full and sincere apology.  http://www.bbc.co.uk/news/magazine-22680705  Our correspondent has been to meet the few remaining South Korean survivors of Japan's WWII military brothels.  Read their stories.  (Picture courtesy of Getty Images)","2013-05-29 02:45:23",774,157,"No","photo","http://www.facebook.com/photo.php?fbid=10152533250282588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533250302588"
"[Photo]","How many miles/kilometres would you cycle every day? See if you beat this courier:    http://www.bbc.co.uk/news/magazine-22589385    Steve Hamilton has worked every weekday bar one for the past year and a half. His speed and work ethic won him 'courier of the year' for 2012.    Take a look at his extraordinary daily routine.","2013-05-29 02:18:16",419,58,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152533226227588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533226262588"
"[Photo]","The release of up to 90 Afghan prisoners would put British soldiers serving in the country at risk, according to UK Defence Secretary Philip Hammond.    http://www.bbc.co.uk/news/uk-22699473    British lawyers acting for eight of the men said they had been held for up to 14 months without charge in what could amount to unlawful detention.    (Picture courtesy AFP/Getty Images)","2013-05-29 01:28:24",582,90,"No","photo","http://www.facebook.com/photo.php?fbid=10152533185062588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152533185077588"
"China 'hacks' US weapon system plans","The Washington Post newspaper has reported that Chinese hackers accessed designs for more than two dozen US weapons systems http://bbc.in/15fRM8d  The compromised US designs include those for advanced Patriot missile systems called PAC-3, an Army anti-missile system known as Thaad, and the Navy's Aegis ballistic-missile defence system.","2013-05-28 16:02:32",325,37,"No","link","http://bbc.in/15fRM8a","http://www.facebook.com/59145437587/posts/10152532604557588"
"[Photo]","This is Katty Kay in Washington DC.   Tonight on BBC World News America we'll look at how American wood pellets are being transported thousands of miles to be used in European power stations http://bbc.in/15gt9s4  The trade is driven by EU rules promoting renewable energy to combat climate change. But do these policies really help the environment?   Check your local listings to find BBC World News where you live and join the conversation on Twitter - I can be found @KattyKayBBC http://bbc.in/15gt9rW and all of our North America news can be found @BBCNewsUS http://bbc.in/15gt9s0","2013-05-28 12:45:08",209,43,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152532338607588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152532338797588"
"[Photo]","One week on from a devastating tornado that killed 24 people, residents of the town of Moore in the US state of Oklahoma are still assessing the damage to their homes, schools and roads http://bbc.in/15g7XCp  Follow the link above to our interactive map of the storm's path and hear stories of survival from the people that faced the 200mph winds.","2013-05-28 10:55:31",286,64,"No","photo","http://www.facebook.com/photo.php?fbid=10152532159342588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152532159477588"
"[Photo]","""This red alert has been issued after monitoring the activity of the volcano and seeing that it has increased seismic activity."" http://bbc.in/18qPnMp  Chile and Argentina have ordered the evacuation of some 3,000 people living near the Copahue volcano in the south of their shared border.  Authorities in both countries issued a red alert - the highest possible - saying the Chilean volcano could erupt imminently.  Photo credit: AFP","2013-05-28 09:39:58",1845,1158,"No","photo","http://www.facebook.com/photo.php?fbid=10152532006487588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152532006532588"
"[Photo]","Woolwich murder: Suspect discharged from hospital and arrested  on suspicion of another offence.    http://www.bbc.co.uk/news/uk-22695595    22-year-old Michael Adebowale is taken into custody at a south London police station, six days after the killing of British serviceman, Drummer Lee Rigby.","2013-05-28 08:33:38",464,85,"No","photo","http://www.facebook.com/photo.php?fbid=10152531892352588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152531892392588"
"[Photo]","Police in Uganda's capital, Kampala, fire tear gas to disperse journalists protesting near the offices of a paper closed by authorities last week.    http://www.bbc.co.uk/news/world/africa/    Two journalists were arrested and others were beaten by officers using batons, according to a BBC reporter.","2013-05-28 07:08:01",721,258,"No","photo","http://www.facebook.com/photo.php?fbid=10152531770262588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152531770322588"
"[Photo]","A member of the Russian punk band Pussy Riot who went on hunger strike in jail last week has been taken to hospital.    http://www.bbc.co.uk/news/entertainment-arts-22689940    Maria Alyokhina was moved to a hospital in her prison colony in the Urals town of Berezniki, the husband of one of her bandmates told the Associated Press.    The Pussy Riot trio were jailed for two years last August after being convicted of a breach of public order, motivated by religious hatred.    Picture from AFP/Getty Images.","2013-05-28 06:28:17",333,81,"No","photo","http://www.facebook.com/photo.php?fbid=10152531713897588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152531713922588"
"[Photo]","After success in El Salvador, will a peace deal between rival gangs in Honduras help reduce the violence?    http://bbc.in/15dzsN4    We'll be looking at what impact the truce will have in Honduras, which has one of the highest rates of murder in the world.    Let us know what you think by posting your comments here or tweet us using #bbcworld.    We'll be speaking to our colleagues from BBC Mundo, in the World's Newsroom on BBC World News today, from 1500GMT.    Picture from AFP/Getty Images.","2013-05-28 04:51:07",244,40,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152531581297588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152531581317588"
"[Photo]","What would the world look like if continents were traced by flight paths?    http://www.bbc.co.uk/news/in-pictures-22657086    Michael Markieta, a transportation planner at global engineering and design firm Arup, has spent the past year developing visualisations of flight paths crossing the globe.    Can you see which city has the busiest airport?","2013-05-28 03:59:49",3180,1484,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152531522732588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152531522762588"
"[Photo]","Russia prepared to 'deter foreign intervention' in Syria:    http://www.bbc.co.uk/news/world-middle-east-22688894    Russia says it will go ahead with deliveries of S-300 anti-aircraft missiles to Syria.","2013-05-28 02:59:08",806,356,"No","photo","http://www.facebook.com/photo.php?fbid=10152531462392588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152531462402588"
"[Photo]","Syria: What happens next?    http://www.bbc.co.uk/news/world-middle-east-22684948    EU foreign ministers agree to end the union's arms embargo on Syrian rebels as US senator John McCain arrives in the country.    Picture from AFP/Getty Images.","2013-05-28 02:05:19",350,90,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152531403177588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152531403217588"
"[Photo]","Take a look at Australia's harbour city covered by a thick blanket of fog. Send us your pictures and we can add them to our album.","2013-05-28 01:50:49",3377,526,"No","photo","http://www.facebook.com/photo.php?fbid=10152531336447588&set=a.10152531336432588.1073741860.59145437587&type=1&relevant_count=6","http://www.facebook.com/59145437587/posts/10152531380987588"
"[Photo]","Ever wonder how ancient Romans wore their hair? http://www.bbc.co.uk/news/magazine-22630813    In this week's edition of BBC News First Person we meet Janet Stephens, a stylist and 'hairdo archaeologist' from the US city of Baltimore.    Follow the link above and tell us what you think of Janet's passion for solving fashion mysteries in the comments section below.","2013-05-27 16:39:26",696,164,"Yes","photo","http://www.facebook.com/photo.php?fbid=10152530779042588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152530779107588"
"[Photo]","This is Katty Kay in Washington, DC.  Tonight on BBC World News America we'll hear the incredible story of Vijai Kumari and her son Kanhaiya http://bbc.in/18nPTut  Nineteen years ago, Vijai was convicted of murder - wrongfully, she claimed. She was granted bail on appeal but she did not have the 10,000 rupees ($180; £119) she needed to post bail.  Hear how her 18-year-old son, born in prison, worked to secure her freedom.  Check your local listings to find BBC World News where you live and join the conversation on Twitter - I can be found @KattyKayBBC http://bbc.in/18nPTuv and all of our North America news can be found @BBCNewsUS http://bbc.in/18nPTed","2013-05-27 12:15:29",411,98,"No","photo","http://www.facebook.com/photo.php?fbid=10152530378427588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152530378527588"
"Stroke stem-cell trial shows promise","""We've seen people who now have the ability to move their fingers where they have had several years of complete paralysis."" http://bbc.in/18nmr7S  Five seriously disabled stroke patients have shown small signs of recovery following the injection of stem cells into their brain.  Glasgow University's Prof Keith Muir, who is treating them, stresses it is too soon to tell whether the effect is due to the treatment they are receiving.","2013-05-27 10:38:27",256,13,"No","link","http://bbc.in/18lmMrY","http://www.facebook.com/59145437587/posts/10152530199842588"
"Raids take digital cash firm offline","Liberty Reserve - a Costa Rican-based digital currency service - has been shut down after the reported arrest of its founder.  Authorities in the Central American country said Arthur Budovsky had been taken into custody in Spain on suspicion of money laundering, following an investigation which also involved the US.","2013-05-27 09:25:27",88,2,"No","link","http://bbc.in/18n54Et","http://www.facebook.com/59145437587/posts/10152530069582588"
"[Photo]","Dozens killed in Baghdad car bombings:    http://www.bbc.co.uk/news/world-middle-east-22682400    Car bomb attacks in and around Baghdad have killed at least thirty people.  Police and medical officials say many more were wounded in the bombings, which targeted mainly Shia districts.    There has been a recent marked rise in attacks linked to the growing political and sectarian tension.  A week ago, bombings killed seventy people in one of the bloodiest days the country has suffered for several years.    Photo courtesy of AFP/Getty Images","2013-05-27 08:24:48",335,94,"No","photo","http://www.facebook.com/photo.php?fbid=10152529972037588&set=a.384188547587.191382.59145437587&type=1&relevant_count=1","http://www.facebook.com/59145437587/posts/10152529972157588"
